Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	-1729.4928	1221.4364	-2.3236387	-3265.3489	-18525.943	20941.441	-6.1915975	-51082.316	657.4	441.1	3999	-16.531534	9.909538	0.14359832	-49.011196	16.37567	0.17304169	103.27025508880615
2	-1832.2782	904.80676	-53.57562	-2793.9058	-9208.042	18219.629	-45.858257	-46236.08	771.6667	224.4	7999	-46.378586	13.332714	24.943748	-103.313965	45.643265	1.3596257	185.55173754692078
3	-3764.1802	5116.245	-49.73125	-15032.816	-6831.737	13638.66	-4.4017854	-37577.594	554.0	214.6	11999	-54.995235	25.2426	34.882126	-118.61867	53.226852	4.1307154	266.7482144832611
4	-2945.423	5050.1763	-2.476278	-13639.913	-6.170319	1.8195951	-4.4914293	-9.275203	263.7857	2.7	15999	-84.24055	55.37584	60.612103	-347.96783	82.28818	18.51983	324.87694668769836
5	-5500.672	7953.2593	-1.9106611	-25195.041	-2.4021316	0.009999601	-2.3868244	-2.4160821	531.25	1.0	19999	-120.09666	97.081825	144.40178	-513.3233	116.859055	59.89353	383.12450337409973
6	-4779.187	5982.7876	-2.376791	-16630.564	-9763.632	11415.989	-148.82826	-37356.867	451.44446	675.5	23999	-150.31824	144.05042	174.5292	-747.80426	146.77422	89.062675	514.6931354999542
7	-4867.1084	5178.09	-2.1356049	-13437.419	-9610.338	14001.633	-2.9654016	-36143.598	481.125	438.8	27999	-182.48416	191.8766	226.76134	-974.0726	178.52539	141.47437	620.7794358730316
8	-3614.9622	3600.1245	-3.8157601	-10720.202	-2.2941513	0.044114303	-2.2276673	-2.3674252	562.8571	1.0	31999	-201.11925	228.88477	395.72818	-1141.6687	196.08	188.88722	679.1071319580078
9	-6953.517	7052.451	-2.8851495	-20608.76	-2185.7397	3614.4365	-2.617898	-10873.7	613.0	300.7	35999	-198.1878	252.80153	533.21545	-1234.2183	192.33362	240.3777	769.7177760601044
10	-4192.6777	3287.6973	-2.3427382	-8694.818	-2.6456962	0.005748602	-2.6393516	-2.6552591	685.1667	1.0	39999	-184.8254	268.22565	551.52563	-1327.0244	178.79803	306.5833	828.2506778240204
11	-5914.15	2985.3792	-878.31866	-8699.457	-4.87466	0.28232485	-4.436199	-5.3328075	800.25	1.0	43999	-178.30814	271.25003	548.4248	-1396.7509	172.25833	320.08197	887.3498635292053
12	-2976.8083	4140.219	-2.1685033	-11198.016	-9096.926	8616.357	-30.984318	-23025.158	355.25	543.1	47999	-173.86159	267.80765	552.051	-1430.8033	167.88979	351.36978	1004.4011363983154
13	-4524.564	3915.3335	-6.1134057	-10364.903	-4375.186	8645.226	-2.5011926	-29432.926	607.5714	400.6	51999	-168.3552	260.21048	554.5515	-1436.7303	162.18872	376.46075	1106.293823003769
14	-2519.3857	2970.2822	-2.3755007	-9067.529	-2216.414	3399.8438	-2.3553636	-8269.847	487.125	300.7	55999	-155.59195	256.60547	573.9986	-1428.5964	149.18613	407.85165	1197.7759578227997
15	-2902.3074	2802.111	-2.199723	-8336.425	-2.7564812	0.020535663	-2.7122161	-2.774956	519.375	1.0	59999	-138.93077	255.75737	585.55853	-1396.2255	132.74582	400.10333	1256.5718715190887
16	-4063.9915	2400.511	-2.4866724	-7358.357	-11940.045	13858.516	-46.714893	-35916.51	653.8	523.6	63999	-136.7311	243.7452	595.8868	-1360.3422	130.69638	381.5587	1371.6364812850952
17	-3991.7769	6451.328	-2.2896976	-21301.164	-501.68164	1495.707	-3.03771	-4988.8027	496.33334	99.2	67999	-133.58331	231.12962	537.9199	-1307.682	127.81822	347.9655	1440.7825512886047
18	-7294.5234	4336.6284	-316.6917	-11505.205	-1642.3005	3382.8557	-3.0980902	-10064.683	829.4	200.8	71999	-138.32693	220.42615	483.9972	-1262.8079	132.71622	331.29663	1521.3328258991241
19	-6356.1313	5402.11	-212.31097	-15613.344	-2.5363033	0.04219902	-2.472942	-2.5987628	690.0	1.0	75999	-149.30696	217.88228	468.71573	-1242.3762	143.73003	324.8655	1580.4699003696442
20	-3835.5378	3339.2654	-478.2484	-8110.4517	-730.38776	2112.682	-10.718172	-7068.27	603.3333	108.2	79999	-159.65262	215.27362	457.12033	-1288.7969	154.16707	311.21692	1650.8250043392181
21	-2697.815	2480.1504	-29.582497	-7584.4756	-656.7794	1026.3313	-3.021214	-2668.4646	540.25	126.4	83999	-160.67566	212.08626	513.46313	-1306.0555	155.04355	298.82837	1722.9756932258606
22	-3303.2175	2323.412	-34.980015	-6666.7383	-1072.9663	3211.657	-2.2927675	-10707.9375	608.1667	100.9	87999	-165.81862	206.11534	480.99915	-1323.8342	160.532	283.8528	1792.647548675537
23	-6411.928	1105.9313	-4752.37	-7615.4336	-7705.1924	8167.8853	-8.945715	-26352.062	1000.0	659.5	91999	-172.33221	200.23552	423.91315	-1332.9653	167.07147	263.31717	1924.2597091197968
24	-2728.3738	2085.154	-2.1426425	-6840.4146	-5697.607	10675.8	-3.118664	-28727.45	592.5714	300.7	95999	-172.9429	195.74376	370.63513	-1337.9656	167.71747	252.84616	2015.8294651508331
25	-5101.8213	3985.3352	-1930.7057	-12456.193	-3152.1035	3727.8984	-14.016885	-11411.503	732.0	466.6	99999	-176.74689	187.53638	332.76215	-1289.0505	171.62044	241.58348	2125.49152636528
26	-4724.556	5196.927	-2.3399174	-15395.735	-197.01367	312.77518	-2.630892	-890.9168	622.4286	70.1	103999	-179.35486	181.90569	339.09692	-1282.8296	174.33037	236.4346	2192.7010958194733
27	-3646.798	2582.16	-61.70313	-7017.827	-75.84682	55.43952	-44.477146	-232.01208	693.3333	25.5	107999	-184.76878	176.86957	344.8401	-1266.3195	179.97787	233.53978	2254.6750271320343
28	-2913.5566	3021.1975	-2.3716512	-7612.594	-11016.801	16696.305	-5.7590322	-40094.492	483.875	326.9	111999	-190.3506	173.8602	358.5995	-1239.1096	185.55461	236.47305	2349.4352028369904
29	-1832.317	2448.1863	-2.3226833	-5648.0596	-3483.8657	8269.014	-1.8539833	-28081.436	338.58334	243.1	115999	-194.1703	173.51758	403.95547	-1275.5758	189.30579	243.96738	2435.2661101818085
30	-1428.7327	1580.3096	-2.4392064	-4179.184	-188.03836	214.72507	-13.678599	-644.3879	296.85715	63.1	119999	-192.5217	176.74718	565.21857	-1296.12	187.57756	243.6643	2502.036892414093
31	-1665.6461	1371.8507	-124.22497	-4114.9736	-35.49328	95.78038	-1.8963336	-322.81488	409.1	10.0	123999	-190.82404	173.82205	518.37213	-1296.364	185.78458	242.02594	2563.1223242282867
32	-3045.3088	2048.6858	-3.753442	-6106.8286	-1773.801	1823.2327	-57.78021	-4843.47	557.1667	396.6	127999	-187.61078	167.0589	470.44196	-1280.0287	182.6485	242.89958	2670.0926597118378
33	-3708.1523	2575.8743	-25.666197	-7799.047	-1171.4332	2389.8455	-2.627549	-7412.7095	661.7143	210.4	131999	-188.63647	161.46988	466.04745	-1208.1691	183.83806	225.26244	2756.472102880478
34	-2204.493	3232.8352	-2.2532716	-11116.138	-343.17288	1003.6767	-2.1247349	-3353.9792	352.45456	70.1	135999	-189.75327	152.92278	468.01642	-1129.2135	185.02074	220.2484	2827.4632127285004
35	-2375.2793	2083.3308	-58.600327	-5582.9644	-2156.317	4889.0874	-24.95935	-16097.544	435.77777	213.9	139999	-191.13144	148.14188	460.37662	-1050.1567	186.53665	213.8479	2914.585264444351
36	-2381.419	2170.1235	-2.9301596	-5769.049	-2969.3315	3553.0652	-2.9539497	-11487.339	542.75	402.5	143999	-191.02452	146.22987	446.18024	-1046.4674	186.4276	215.84344	3021.5703632831573
37	-2498.8745	1848.6555	-124.98637	-5084.0317	-1182.164	3519.0088	-5.5271773	-11739.187	545.0	104.3	147999	-192.59573	142.1367	417.70767	-1024.0466	188.22638	210.30913	3095.1694688796997
38	-6178.0356	6277.4575	-20.145308	-19110.771	-492.76205	1470.1772	-2.6714091	-4903.294	694.0	100.9	151999	-197.74788	140.27858	384.77573	-1024.3931	193.5201	213.10747	3168.429708480835
39	-3188.836	4310.6587	-59.835033	-12752.367	-354.93024	1049.6415	-4.6919723	-3503.8545	458.7143	63.6	155999	-204.56494	140.03812	331.17838	-996.8865	200.40968	220.05219	3238.673775434494
40	-1915.9861	1951.6221	-2.3158364	-4806.898	-454.90512	1342.9473	-7.1666694	-4483.747	462.6	100.9	159999	-210.04294	141.11848	259.55347	-1003.48846	205.86453	228.254	3312.390236854553
41	-3121.7454	2112.3887	-42.50651	-5325.9844	-3012.021	2580.307	-12.338339	-7154.3076	691.1667	571.4	163999	-214.4759	141.36388	276.5685	-1013.39496	210.31607	226.20357	3438.8985571861267
42	-1886.5198	2206.1245	-2.2280178	-5519.371	-5415.266	7014.8076	-2.5546846	-22739.184	436.14285	500.5	167999	-217.09186	142.90784	301.0934	-1034.1923	212.91922	220.2317	3557.6519865989685
43	-2332.4075	2095.9116	-2.269466	-5310.844	-2013.5104	3578.5325	-21.493752	-10360.922	573.7143	249.3	171999	-216.3997	144.38795	312.62357	-1097.7651	212.07219	237.7795	3649.6056559085846
44	-2155.803	2220.4033	-5.1341577	-5480.1284	-930.4002	1826.0026	-3.9650002	-5616.448	511.5	220.9	175999	-213.0574	142.83882	299.91293	-1112.2473	208.657	234.33493	3739.75474691391
45	-2598.146	2754.1157	-2.8691435	-7763.549	-815.52155	2416.6807	-2.464334	-8065.523	516.0	104.3	179999	-210.2999	138.42302	335.51956	-1095.6226	206.09816	216.8823	3817.2876360416412
46	-1043.1152	1804.454	-2.3387508	-6846.3022	-2187.0347	6525.144	-4.30211	-21762.379	255.38889	103.7	183999	-209.92572	135.96893	353.81635	-1106.2877	205.75978	218.94217	3896.3858880996704
47	-2967.0178	3516.6	-2.4596872	-10400.026	-252.93523	660.3624	-2.6051462	-2231.2947	550.6667	38.8	187999	-209.0589	133.0287	356.89484	-1126.8197	204.98051	217.86606	3966.458751440048
48	-2857.4824	2119.9666	-443.78375	-6569.781	-2.2765446	0.03977635	-2.2122347	-2.3390527	581.0	1.0	191999	-210.0967	130.49425	417.47333	-1172.9832	206.02484	210.74478	4031.144057035446
49	-2187.8345	3588.5266	-18.792147	-12659.503	-10194.936	17162.062	-29.15917	-45104.402	376.27274	351.6	195999	-211.15434	128.18398	400.74286	-1185.5255	207.22	206.40344	4136.544145345688
50	-1906.9711	2478.444	-7.32662	-8825.991	-3493.5806	7262.263	-3.9603837	-23444.834	335.08334	247.1	199999	-212.0236	126.38421	405.15988	-1198.6595	208.05998	210.10077	4230.162993192673
