Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
30	-153.63431	304.78247	-2.0680852	-1402.4049	-208.68684	317.89227	-2.1285331	-1023.33234	117.10345	174.6	119999	-24.69253	5.6206503	11.482506	-35.2311	23.929289	4.740769	2155.198143005371
31	-97.95301	284.62238	-1.9633081	-1223.5812	-180.71904	356.49103	-2.5244038	-1219.1047	78.355934	140.2	123999	-25.882637	6.714904	23.719973	-36.86954	25.040258	5.817665	2231.541245698929
32	-113.73734	276.35803	-2.099055	-1231.2422	-6.413938	8.187363	-2.1702232	-30.578608	93.07317	3.0	127999	-25.201178	6.4755425	14.706225	-44.152443	24.33006	5.8469825	2295.55246424675
33	-116.989426	272.84418	-1.7264844	-1085.1132	-196.11078	359.42395	-2.1139839	-1077.6425	102.9	181.0	131999	-24.320133	5.8148804	13.6734295	-51.928337	23.487099	5.0585384	2378.3588700294495
34	-109.61282	194.93623	-1.7215562	-1008.05786	-192.91995	355.44467	-3.1810546	-1225.439	83.58696	150.7	135999	-23.838602	5.9745336	13.567826	-41.33883	22.964321	5.0536246	2456.862824201584
35	-183.3609	365.6967	-2.0397563	-1216.2505	-101.90208	188.71324	-2.172203	-626.92914	145.10345	77.4	139999	-24.812452	6.572205	14.322064	-35.977283	24.035446	5.673977	2526.3765501976013
36	-117.62303	232.9988	-1.7741796	-1122.7935	-283.9134	327.51572	-2.2145202	-1094.8428	106.57895	257.1	143999	-24.356558	7.2035837	14.102488	-38.725258	23.404732	6.5555024	2617.244500398636
37	-805.2386	525.20325	-4.241178	-1393.9736	-517.2339	421.69653	-2.2188478	-1204.0784	627.6667	408.3	147999	-21.92695	7.4184003	12.086775	-33.42029	20.84801	6.9614663	2724.9293942451477
38	-462.00476	414.6239	-2.5243099	-1085.7074	-390.41177	541.0781	-2.449489	-1457.626	362.27274	274.0	151999	-16.688286	9.015804	20.679113	-32.08576	15.262323	9.472427	2818.095677614212
39	-656.2371	577.62756	-2.379776	-1501.8009	-1036.0033	520.4761	-187.85928	-1761.3331	542.875	724.1	155999	-11.274055	6.878447	18.277065	-23.423107	10.102395	5.5353513	2964.2473912239075
40	-454.30017	482.70273	-2.4544303	-1351.7424	-672.8021	548.7461	-1.5598334	-1194.9854	391.33334	554.1	159999	-12.588002	4.4787574	12.059167	-21.494467	11.821857	2.595461	3089.814787387848
41	-127.117676	244.48137	-1.6051434	-1149.021	-39.590614	68.07592	-3.3464305	-233.45848	121.4054	36.9	163999	-18.01303	3.788698	6.096212	-27.899704	17.367397	2.3094258	3157.212097644806
42	-83.05572	238.12297	-1.8524671	-1126.6857	-217.63164	368.44067	-2.0081756	-958.7859	80.585365	217.9	167999	-21.71157	4.8704333	10.7110615	-30.760612	20.956167	3.2656298	3243.5428421497345
43	-79.693344	185.92737	-2.266002	-980.4158	-121.06358	240.73395	-1.9353341	-825.3873	78.36842	137.5	171999	-22.948404	6.2624154	12.253967	-31.869493	22.141502	4.1080666	3321.6333162784576
44	-49.779003	141.65282	-1.9507656	-757.94574	-97.68396	255.49533	-2.4957042	-862.4783	48.7875	107.9	175999	-24.19508	6.3906507	7.7042985	-36.289116	23.423548	4.3748198	3396.740974187851
45	-191.55804	304.57526	-2.2958386	-841.19086	-24.85232	53.35255	-1.5082402	-183.33081	217.75	19.7	179999	-24.52209	7.144719	11.809541	-35.032032	23.658337	5.1369057	3461.556337594986
46	-107.16469	240.14763	-1.593587	-859.1155	-28.55138	65.4601	-2.1666164	-223.89316	119.638885	27.8	183999	-24.200638	7.3905177	4.1771994	-35.870544	23.373894	5.215075	3527.4239826202393
47	-77.966385	187.46715	-2.073521	-937.2218	-111.08262	284.8431	-1.8808721	-962.74347	78.30612	108.5	187999	-23.972015	7.4938183	7.531166	-36.850807	23.108253	5.332048	3603.064442396164
48	-80.25883	202.29337	-1.614232	-1109.0679	-41.647808	56.68054	-2.4170809	-169.477	74.04762	22.0	191999	-22.53667	7.00797	6.3807526	-34.913624	21.54326	4.9576035	3670.348568916321
49	-132.75816	302.4267	-2.261597	-1175.8412	-10.714162	14.730399	-2.4566257	-44.089817	121.16129	7.9	195999	-21.831945	6.2150097	4.9656324	-33.34468	21.053326	4.0971394	3733.8956072330475
50	-136.09349	297.6466	-2.2649786	-1173.8333	-59.835022	110.094086	-2.4797046	-371.75012	119.55882	54.0	199999	-23.865046	6.7727413	8.266746	-36.200924	23.165508	4.551896	3803.2503867149353
51	-188.57263	332.12933	-1.7374431	-1003.0448	-227.38179	405.27078	-3.0065384	-1039.2745	180.91304	215.6	203999	-25.948166	7.480222	9.185927	-38.17704	25.214018	5.229069	3889.8789732456207
52	-85.21816	187.5333	-1.9995306	-933.16583	-15.5019	18.429474	-2.5969408	-47.839355	80.04	8.2	207999	-26.540215	7.9944177	15.703245	-37.81347	25.74334	5.9167733	3953.3890986442566
53	-72.54614	209.84958	-2.028829	-950.60803	-66.63109	175.82599	-2.4530337	-593.37103	71.916664	70.0	211999	-26.371895	7.8242497	8.5587635	-37.93257	25.583035	5.754153	4024.4128003120422
54	-116.48893	241.23677	-2.1346934	-872.6191	-97.1355	240.77222	-2.1576593	-810.63416	127.333336	114.7	215999	-26.687847	8.171448	12.190644	-40.578285	25.917728	6.0030975	4100.5188801288605
55	-145.36421	284.32834	-1.4865137	-962.9303	-129.74644	272.9229	-2.4578009	-930.7063	148.2963	134.3	219999	-26.95567	8.263214	14.977995	-39.8366	26.178818	6.231783	4180.094993829727
56	-92.078384	185.2922	-2.1560953	-999.38434	-205.35506	377.93863	-1.9787054	-1006.5627	80.20513	200.9	223999	-26.473875	7.9068136	13.563961	-39.811172	25.64303	5.9544606	4271.408407449722
57	-72.2613	207.53996	-2.1568577	-1014.3642	-127.9562	225.82925	-2.4755871	-731.33307	67.875	125.4	227999	-24.830973	7.01993	11.116175	-37.523438	23.993164	4.907671	4354.597167253494
