Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
23	-274.9376	432.65378	-1.6959157	-1141.0789	-50.644093	85.8679	-2.0621722	-226.92987	243.76471	42.7	91999	-32.3341	6.3821893	5.804224	-43.107574	31.708206	5.4889503	1630.3728606700897
24	-188.7461	292.48764	-2.0964925	-893.58984	-172.70325	337.6989	-2.204966	-891.2243	182.77272	172.2	95999	-33.551407	7.188332	6.6494107	-42.095654	32.9334	6.2685637	1704.4245038032532
25	-143.2223	321.74207	-2.3058743	-980.66956	-107.26168	274.57043	-2.8388023	-925.3308	143.22728	108.9	99999	-33.402946	7.581819	5.106169	-41.658466	32.689423	6.5656543	1771.090740442276
26	-243.1848	403.03708	-2.1906316	-1009.58563	-206.64754	375.50064	-2.822301	-974.8452	245.58824	207.7	103999	-33.2849	7.7621536	9.756667	-41.884705	32.63536	6.5591974	1849.0531747341156
27	-128.02136	253.65814	-1.9774917	-926.1707	-196.4382	262.15262	-3.3430536	-763.4705	116.89474	168.1	107999	-34.021244	7.493997	5.4505835	-41.771675	33.41986	6.276024	1922.7571675777435
28	-196.28622	316.85532	-2.145958	-977.4536	-3.7353482	0.9938655	-2.3956058	-5.557806	184.8421	1.8	111999	-34.45889	7.8807473	12.208757	-42.280357	33.79832	6.937994	1977.2457106113434
29	-205.57741	396.65704	-2.244285	-1244.1864	-360.1307	389.24344	-1.4455844	-1169.5952	174.26923	283.3	115999	-33.468185	7.6228323	9.810705	-41.83736	32.742237	6.518512	2064.3512802124023
30	-93.51836	224.53664	-2.05007	-1094.579	-45.981323	105.65233	-1.7551852	-359.4458	74.666664	36.7	119999	-33.415546	7.668107	14.321049	-41.28643	32.786797	6.9265947	2123.689342021942
31	-141.31624	283.6311	-1.5928683	-1118.2921	-219.84119	357.1735	-2.5773306	-1021.3945	121.21429	204.5	123999	-33.25041	8.168637	16.69015	-41.770664	32.569057	7.359596	2202.189366340637
32	-89.42272	213.24806	-1.737325	-1023.9433	-208.10043	364.2669	-2.20163	-1025.2733	78.37288	197.2	127999	-32.682114	8.5495825	9.439122	-42.52127	31.961292	7.3350253	2280.216412782669
33	-224.88062	365.69955	-2.4292147	-1036.6329	-133.60779	323.7615	-2.0377347	-1097.2198	209.95	119.1	131999	-31.745787	8.476167	11.31101	-39.853214	31.003685	7.2731133	2348.3734860420227
34	-180.65279	346.3286	-1.9567858	-1054.9315	-93.77874	255.14095	-1.925759	-858.31244	162.04	85.4	135999	-30.88016	8.427821	9.949503	-39.83868	30.153364	7.3344574	2412.8412652015686
35	-170.46994	389.1087	-1.4803168	-1651.1348	-159.08932	311.05826	-2.6108072	-1068.105	133.33333	100.0	139999	-30.495663	8.188017	9.577317	-39.07428	29.682976	6.809775	2478.882630109787
36	-248.69788	420.26746	-2.6409175	-1219.5483	-194.74487	337.51285	-1.6216224	-995.24664	215.05882	187.5	143999	-29.276752	7.4906964	7.542179	-40.065994	28.578203	5.852252	2555.0091831684113
37	-174.05995	327.82846	-1.8138278	-1234.5312	-104.38965	139.1127	-2.5708168	-424.1798	158.79167	100.8	147999	-29.272657	7.3429203	8.256081	-37.88453	28.6053	5.487835	2621.3578276634216
38	-111.511	227.58327	-2.179233	-900.3543	-175.30856	328.79987	-3.438488	-990.1748	110.289474	182.7	151999	-31.38781	7.9223547	8.5236845	-42.214684	30.824163	5.994642	2697.2344205379486
39	-148.5825	262.53946	-2.2938945	-918.229	-194.83182	280.98984	-2.4408734	-907.5594	155.18518	189.7	155999	-33.18082	8.294763	5.945341	-43.091	32.56529	6.6542363	2774.049760580063
40	-110.2092	221.55025	-2.077714	-943.6486	-181.27466	253.78467	-3.0603206	-768.0589	111.02702	214.3	159999	-33.32066	8.573895	11.390173	-44.33897	32.647743	6.9196396	2853.7776396274567
41	-111.829636	223.33434	-2.3110058	-845.8327	-14.235537	24.86769	-2.1324	-88.27619	130.74193	7.8	163999	-32.63945	8.636786	9.857527	-41.90608	31.916328	6.667143	2909.490629673004
42	-119.11435	242.23633	-2.2267528	-781.734	-29.418873	52.53343	-2.0099273	-146.74936	143.04546	26.9	167999	-31.741917	8.546979	11.848256	-41.039684	31.048063	6.441045	2967.3730685710907
43	-136.94855	272.28815	-2.0984538	-848.3407	-59.24293	68.76957	-2.3760924	-196.14604	159.36	47.3	171999	-31.914333	8.639182	14.270694	-40.846256	31.249817	6.4032764	3027.7346019744873
44	-141.86311	272.3894	-2.2454374	-960.3617	-182.34004	356.05753	-2.7463362	-902.7583	162.53334	201.6	175999	-31.789608	9.009394	11.1386385	-41.712025	31.087227	7.2701283	3106.065277814865
45	-132.67679	306.1718	-1.6054897	-1120.4395	-155.21622	315.10263	-2.62634	-1031.1185	122.92857	131.0	179999	-29.712114	10.498355	16.072874	-40.985535	28.77761	10.133858	3176.112515926361
46	-184.87825	315.6269	-2.3660893	-1120.014	-125.71092	309.2035	-2.7043593	-1047.1685	157.13792	112.9	183999	-26.544083	9.843932	15.384349	-36.68792	25.745378	8.353401	3244.3822338581085
47	-79.646935	177.65926	-2.1246016	-1074.5565	-16.513174	36.706615	-1.98578	-126.544624	60.796295	12.4	187999	-26.49455	8.489739	13.871708	-36.061485	25.821115	5.9452252	3301.148559808731
48	-146.34828	301.58902	-1.8297544	-1133.7441	-16.368542	26.766794	-2.145112	-94.63092	122.86842	10.0	191999	-29.072565	8.221905	8.326934	-39.06237	28.529308	5.550701	3357.2685561180115
49	-158.21918	317.52283	-2.365292	-1052.4279	-6.650444	7.2755203	-1.6216378	-21.502	146.2963	3.3	195999	-31.787966	8.462535	8.187694	-41.761234	31.258783	5.9426837	3412.550047159195
50	-104.85066	240.79218	-2.3260376	-1039.6659	-149.14145	334.6816	-2.43322	-1134.8885	93.92308	130.4	199999	-34.57172	9.11276	12.160158	-44.86437	34.06772	6.870903	3482.972321510315
