Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
17	-2204.9404	2017.62	-2.2474968	-6123.4062	-3.1043913	0.096719354	-2.998864	-3.290442	553.8571	1.0	67999	-160.69768	137.47722	224.95647	-828.13324	156.77956	158.86588	1040.30127120018
18	-2746.7708	2331.0984	-6.8762965	-5532.536	-3.1043854	0.096718535	-2.9988596	-3.290435	570.0	1.0	71999	-156.88231	131.87343	239.99867	-865.92676	152.85136	152.06319	1103.314645767212
19	-1869.9968	2330.0593	-3.7958014	-5893.723	-3.0035405	0.05280336	-2.9513612	-3.110369	381.36365	1.0	75999	-153.49611	124.31775	216.05795	-854.4122	149.48393	142.32875	1165.7588205337524
20	-5015.712	2661.8677	-2564.2537	-9394.976	-3.1043913	0.09671946	-2.9988637	-3.290442	1000.0	1.0	79999	-151.47285	119.80629	192.29549	-843.5254	147.59978	124.44492	1227.9400687217712
21	-2519.01	2348.564	-106.19496	-7129.24	-3.1043913	0.09671946	-2.9988637	-3.290442	690.6667	1.0	83999	-149.12724	116.86095	195.6677	-742.8266	145.45732	118.23361	1291.1779963970184
22	-1917.8656	2264.6057	-26.11551	-7171.9785	-3.1043913	0.09671946	-2.9988637	-3.290442	402.5	1.0	87999	-152.30037	114.79104	220.11421	-740.1258	148.74284	115.77645	1355.6310818195343
23	-3456.6147	2323.3818	-556.98145	-6904.1787	-3.1043913	0.09671946	-2.9988637	-3.290442	736.2	1.0	91999	-155.61977	114.623566	227.58395	-725.91425	152.13197	111.171524	1422.9716355800629
24	-4501.0894	2426.5044	-149.39963	-6840.439	-3.1043913	0.09671946	-2.9988637	-3.290442	811.2	1.0	95999	-159.82893	114.3939	218.99745	-726.112	156.48163	109.69682	1488.955759525299
25	-1239.8068	1445.8143	-2.373675	-3847.8801	-3.1043913	0.09671946	-2.9988637	-3.290442	336.58334	1.0	99999	-164.98357	115.24847	212.56895	-742.15796	161.73715	108.21309	1555.9523510932922
26	-2118.2007	2428.014	-2.7061677	-6334.105	-3.104403	0.096707545	-2.9989302	-3.2904415	424.75	1.0	103999	-169.08046	113.97503	207.96881	-746.29285	165.8246	107.36933	1620.5991032123566
27	-3040.3242	2477.4336	-2.1632147	-7221.534	-3.1043906	0.096718624	-2.9988637	-3.2904394	661.5714	1.0	107999	-173.66895	111.88364	192.69812	-752.1282	170.47823	103.76422	1685.3557395935059
28	-1643.9381	1871.5416	-111.72856	-5811.4834	-3.1043913	0.09671946	-2.9988637	-3.290442	399.77777	1.0	111999	-177.03488	110.98478	182.23138	-750.7929	173.84593	103.109406	1750.0854127407074
29	-1775.0238	2744.716	-5.122725	-10026.719	-3.013993	0.045227747	-2.9656837	-3.1103868	347.66666	1.0	115999	-179.82922	110.55213	174.40088	-750.37537	176.70444	104.920265	1814.7187006473541
30	-1609.5828	2111.0742	-29.157604	-7023.7734	-3.1043913	0.09671951	-2.9988632	-3.290442	414.6	1.0	119999	-181.1892	109.99215	163.16234	-732.59796	178.09317	102.19531	1879.5944986343384
31	-1449.1029	1482.5482	-2.2163396	-4545.429	-3.0954947	0.087208465	-2.9987414	-3.2608387	372.8889	1.0	123999	-183.19994	110.47119	136.29088	-782.3514	180.1966	103.37945	1945.5748562812805
32	-2282.0586	2054.2153	-34.422245	-5869.438	-3.0035405	0.05280343	-2.9513612	-3.1103692	593.875	1.0	127999	-184.43542	112.06123	120.96705	-796.83636	181.46123	110.08359	2010.0710940361023
33	-3487.1438	4471.907	-2.3466318	-12743.529	-3.1043913	0.09671949	-2.9988632	-3.290442	566.5	1.0	131999	-186.80154	114.6428	135.74953	-782.5508	183.77982	111.97834	2074.366430282593
34	-1015.2997	1502.0754	-2.4901438	-4804.1997	-3.1043913	0.09671946	-2.9988637	-3.290442	333.85715	1.0	135999	-187.08913	114.26309	131.05864	-783.7406	183.93785	113.42731	2139.8994545936584
35	-1969.3701	1656.475	-410.9622	-5185.915	-3.1043913	0.09671946	-2.9988637	-3.290442	645.8	1.0	139999	-185.5609	114.4845	112.90586	-759.49304	182.50223	115.88824	2203.9626665115356
36	-2239.0222	1763.2247	-82.26591	-5500.994	-3.1043913	0.09671946	-2.9988637	-3.290442	702.3333	1.0	143999	-184.40904	113.73835	117.515854	-764.23645	181.36107	114.738495	2269.4073343276978
37	-1515.0989	1456.7853	-54.76757	-4659.235	-3.1043913	0.09671946	-2.9988637	-3.290442	555.5714	1.0	147999	-181.07222	113.86827	107.36356	-756.251	177.96672	118.53635	2334.909954071045
38	-1088.4517	1269.9805	-4.539327	-3042.9404	-3.1043913	0.09671946	-2.9988637	-3.290442	409.63635	1.0	151999	-177.18604	112.22753	247.74515	-753.3667	174.13893	119.21439	2401.3043191432953
39	-772.92896	795.6556	-6.2593164	-2183.283	-3.1043913	0.09671946	-2.9988637	-3.290442	356.81818	1.0	155999	-172.59814	110.593636	143.44878	-719.1081	169.54665	117.76419	2466.5263288021088
40	-2130.8735	2482.3718	-2.4106746	-7153.2812	-3.1043913	0.09671946	-2.9988637	-3.290442	471.66666	1.0	159999	-170.19676	108.12968	133.35367	-718.5294	167.20255	112.742	2532.5333914756775
41	-631.9847	1116.3723	-4.7909417	-4084.8145	-3.1260147	0.098242894	-3.0318513	-3.3197277	228.77777	1.0	163999	-168.00015	104.7568	157.52025	-722.5443	165.03864	104.44357	2597.858833551407
42	-2586.2346	1414.3303	-99.77666	-4307.5947	-3.1043913	0.09671946	-2.9988637	-3.290442	767.4	1.0	167999	-167.68123	101.72099	165.04684	-711.14197	164.82019	102.54058	2664.429880142212
43	-1074.049	1222.212	-2.9116883	-3986.6902	-3.1043913	0.09671946	-2.9988637	-3.290442	376.0	1.0	171999	-167.32674	98.31674	96.694084	-710.93024	164.46901	97.579956	2730.179600715637
44	-1563.2333	1484.26	-8.049249	-4485.4854	-3.1914172	0.11133601	-3.0499136	-3.389958	582.0	1.0	175999	-165.43706	96.12098	109.94631	-708.2304	162.60144	93.40485	2798.002904891968
45	-1239.1987	854.83374	-3.9572368	-2450.4753	-3.1914172	0.11133601	-3.0499136	-3.389958	459.55554	1.0	179999	-164.6612	92.75185	100.45429	-713.22394	161.92163	93.31982	2866.3015978336334
46	-991.395	1140.5397	-2.487773	-3051.2676	-3.1043913	0.09671946	-2.9988637	-3.290442	354.2	1.0	183999	-164.3427	90.08753	130.01968	-714.86255	161.61209	90.19372	2935.397656440735
47	-1440.7898	1854.7661	-2.3982122	-5228.9053	-3.1914172	0.11133601	-3.0499136	-3.389958	426.6	1.0	187999	-164.40642	88.11583	116.84881	-710.57	161.7332	88.23618	3004.4195322990417
48	-824.3559	1036.1576	-2.3800054	-2594.7761	-3.1043913	0.09671946	-2.9988637	-3.290442	382.0	1.0	191999	-164.10506	86.40024	133.08727	-703.88434	161.46451	85.13547	3072.037178039551
49	-1505.2753	1462.7588	-27.353186	-4405.6934	-3.1043913	0.09671946	-2.9988637	-3.290442	623.5	1.0	195999	-164.17918	84.9873	136.38794	-706.5175	161.58215	82.711784	3138.90048122406
50	-1343.9619	1168.4304	-101.53275	-3253.895	-3.1043913	0.09671946	-2.9988637	-3.290442	570.2857	1.0	199999	-164.29028	83.39729	138.82327	-710.9752	161.73209	77.504814	3207.4195322990417
