Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
30	-217.59435	492.4955	-3.0799665	-2187.9094	-421.1377	767.5799	-3.570175	-2076.1692	98.891304	199.8	119999	-46.412457	14.626475	37.08947	-78.01973	44.897182	18.407738	2667.9124591350555
31	-323.34293	711.2066	-3.63185	-2501.5618	-541.50903	990.00183	-2.8221788	-2515.292	139.84616	216.8	123999	-47.2131	15.070406	19.439924	-71.91356	45.61546	19.641504	2762.8116676807404
32	-537.43427	873.5581	-4.000176	-2500.7798	-316.66373	725.0548	-3.3057032	-2458.387	234.47058	125.2	127999	-49.592285	16.05601	19.893951	-73.60238	48.17854	21.35879	2845.6480627059937
33	-179.14485	460.45316	-2.8224201	-2266.9165	-644.94855	938.8128	-3.4347281	-2415.048	77.0	277.9	131999	-52.06909	16.783665	24.707403	-79.705185	50.705914	22.80132	2948.120147705078
34	-1108.1833	1022.94653	-3.9515197	-2387.2302	-379.08685	676.5623	-4.8282347	-2276.9326	484.7143	167.1	135999	-55.10961	18.45793	30.909563	-79.58447	53.7555	26.685175	3036.7766060829163
35	-268.87006	632.25336	-2.7794764	-2414.288	-304.30777	714.8688	-3.9166155	-2418.3774	116.475	127.2	139999	-56.987717	20.172483	34.154552	-86.154366	55.529125	31.023136	3121.3038947582245
36	-236.13821	585.6018	-2.9178758	-2322.1282	-104.47606	156.73294	-3.1941838	-436.27942	103.1579	46.5	143999	-56.38938	20.093716	20.175516	-88.49828	54.635857	31.813229	3195.926219701767
37	-201.77684	489.11542	-2.565589	-2332.3809	-161.49655	270.6651	-3.4639404	-856.6398	91.210526	74.9	147999	-52.948574	18.880322	20.974539	-87.9738	51.45354	27.394207	3274.4356632232666
38	-627.84186	854.1123	-4.118503	-2300.2505	-119.86517	145.6479	-3.698171	-441.70374	282.6	53.8	151999	-57.29532	19.904297	20.76749	-86.53763	55.999084	29.858328	3349.498409509659
39	-175.88268	470.6802	-2.8548608	-2291.1177	-322.1101	718.42126	-3.5134606	-2345.3455	77.30909	136.7	155999	-57.80118	20.159794	27.278788	-94.73017	56.12869	31.512386	3435.4254310131073
40	-550.8462	791.5561	-2.9440691	-2241.8528	-283.57233	657.3984	-2.8165348	-2233.9688	240.35294	127.3	159999	-56.416016	19.205559	30.75293	-87.08599	55.055054	29.47682	3519.6765875816345
41	-143.93652	384.925	-2.5825007	-2270.3994	-286.88004	606.2134	-3.1623769	-1917.3032	65.327866	122.7	163999	-60.387306	21.322145	27.24264	-87.93092	58.988968	34.144867	3604.671838760376
42	-569.6848	751.43243	-4.217985	-2478.297	-514.5287	695.1318	-6.240907	-2326.8525	260.75	249.3	167999	-50.35786	17.429918	20.519218	-87.45475	48.05345	24.476173	3703.9585525989532
43	-949.6408	1113.6781	-5.1055193	-2509.43	-262.11127	657.20654	-4.0045075	-2216.6084	398.7	119.0	171999	-45.293957	14.169606	47.18986	-68.94515	43.788204	20.355919	3787.5370976924896
44	-285.01172	627.36975	-3.1843414	-2223.3655	-414.23633	668.7741	-4.233026	-2055.1697	132.44118	187.4	175999	-48.32228	15.821513	24.43999	-76.88604	46.951283	22.257835	3879.8195922374725
45	-137.9977	370.76718	-2.9723375	-2417.6472	-636.8159	1027.5112	-3.3844156	-2751.5984	55.605633	260.7	179999	-52.806477	15.354289	21.331161	-78.72789	51.45123	21.59477	3981.7956264019012
46	-273.78177	645.8766	-3.3162293	-2561.8657	-224.12411	364.8855	-4.071462	-1222.7277	118.297295	117.3	183999	-54.11274	17.449173	48.26438	-78.377525	52.656094	27.2175	4066.1072647571564
47	-960.1146	1007.9131	-4.808634	-2237.2349	-1031.3645	824.7145	-3.884951	-2030.6238	437.625	515.3	187999	-51.91096	20.545473	63.043934	-92.054634	50.083412	31.383558	4199.202601671219
48	-598.2642	829.56726	-3.4704368	-2235.2764	-226.47823	399.50677	-4.208174	-1268.8262	291.2	121.3	191999	-46.723236	22.730688	84.51927	-79.87861	44.744743	32.728127	4283.485264778137
49	-489.73074	585.069	-4.4868846	-2010.2202	-409.57153	661.29095	-3.852249	-2004.1483	228.23529	190.5	195999	-38.577484	23.04029	90.92546	-69.63592	36.333275	31.889746	4376.335096120834
50	-771.4926	684.65	-4.8298607	-2016.4602	-1204.2781	948.96326	-5.2139955	-2266.6348	357.41666	573.9	199999	-37.62254	20.945303	55.7366	-66.98525	36.09636	26.011555	4516.317432165146
