Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	-189.78659	432.36237	-2.4086611	-1515.3174	-179.63248	405.78574	-2.0256732	-1388.7572	132.2	124.0	3999	-4.945003	1.8493341	0.51343757	-9.457085	3.8450136	0.23509593	63.914036989212036
2	-159.80396	356.7876	-2.3728347	-1534.436	-212.7865	377.73874	-2.0577192	-1263.8594	113.181816	149.0	7999	-5.534164	1.2044969	-0.8981494	-12.358198	4.2949553	0.23020293	130.24214386940002
3	-212.75526	428.7529	-2.037093	-1548.0602	-303.1988	512.64923	-2.129995	-1338.347	144.86957	226.5	11999	-9.975537	3.4475658	0.8721121	-20.597801	9.103299	1.058283	205.9823760986328
4	-266.81757	459.45642	-1.9926507	-1545.4114	-192.60608	273.94647	-2.3670845	-743.77954	219.54546	242.6	15999	-19.06235	5.5519156	11.224097	-31.720459	17.882181	4.5476127	286.0927836894989
5	-347.5576	391.10434	-2.704821	-906.7591	-235.08105	329.32632	-2.4301178	-904.0479	400.66666	212.9	19999	-14.639695	3.2861402	-0.021584153	-21.169395	13.427961	1.9681656	363.3300859928131
6	-216.56212	316.70325	-2.3827522	-1051.2865	-237.62802	245.61679	-4.6222467	-669.6619	205.72728	210.4	23999	-16.02088	2.6970925	1.4232011	-21.528105	15.114011	1.5096275	440.60367369651794
7	-82.1689	187.50928	-2.1007686	-1181.7273	-39.090736	61.75665	-2.143871	-207.92578	69.4	26.2	27999	-18.268572	2.8792336	0.37354648	-23.854898	17.338943	1.9607402	497.7643117904663
8	-267.37506	373.78357	-1.9677907	-1015.3069	-162.0101	254.30304	-2.6303666	-861.0995	251.64706	133.3	31999	-20.108593	3.7891061	3.2240014	-27.323822	19.27286	2.6742902	566.1091523170471
9	-158.70074	350.29355	-1.9832709	-1222.2465	-31.34541	56.833927	-2.429662	-173.61765	136.06451	23.4	35999	-22.480158	4.215594	4.175843	-28.990429	21.586826	3.2250414	622.6408047676086
10	-201.12872	358.1135	-1.560921	-1237.5685	-175.20763	269.6448	-2.815631	-933.66986	167.18182	149.5	39999	-22.774427	4.316061	3.8541975	-35.769466	21.945105	3.5057247	692.9612693786621
11	-182.50208	323.29105	-2.1702368	-1099.2019	-352.6462	392.84406	-3.683552	-1050.2642	148.96552	310.5	43999	-24.565838	4.348874	12.439004	-36.42445	23.759502	3.6252875	780.9470603466034
12	-154.85985	298.57132	-2.2816052	-1141.5864	-125.51611	302.37112	-2.2230394	-1016.3386	137.58621	119.7	47999	-23.09088	4.613988	7.5259557	-31.577646	22.018574	3.6279967	848.0275933742523
13	-141.30391	253.81859	-2.2393034	-925.4298	-138.34602	180.32999	-2.1933777	-557.6053	142.6923	137.3	51999	-21.739002	4.51539	7.2273245	-30.371191	20.906837	2.994801	916.8754317760468
14	-146.3304	296.31604	-2.3973641	-942.89294	-108.722206	265.7846	-2.918306	-900.42896	159.03703	105.6	55999	-23.93245	5.2937284	7.612446	-32.85352	23.172108	3.8833816	982.7157554626465
15	-219.4843	347.40454	-2.089605	-1000.6693	-219.57063	378.6692	-3.105653	-1054.5269	213.77777	205.3	59999	-25.230488	6.1085577	5.951853	-36.072544	24.427183	4.8641896	1059.19842171669
16	-132.59412	298.4015	-1.4378119	-1103.6682	-586.0563	773.3129	-3.727636	-1778.0326	121.92593	348.1	63999	-25.168198	5.856497	10.209638	-33.820656	24.341278	4.5733867	1151.4476120471954
17	-172.6417	341.44153	-2.692663	-1255.9586	-203.89769	323.59546	-2.337937	-958.93744	135.91667	206.6	67999	-24.78261	6.352939	12.343406	-35.872417	23.948309	4.457037	1228.2829525470734
18	-86.513824	176.80411	-2.1863434	-964.4893	-89.49078	217.02101	-2.1197314	-732.6644	77.43137	97.8	71999	-24.230703	6.7506742	7.5782247	-45.45324	23.418547	4.3944745	1293.5102410316467
19	-142.49384	273.00095	-2.0832868	-962.55304	-125.01265	277.5356	-2.006278	-939.6363	143.41667	123.4	75999	-24.599262	7.3130417	15.013568	-34.64034	23.797152	4.6164327	1361.2422142028809
20	-267.50558	392.34583	-2.540304	-1318.8766	-202.1561	342.32324	-2.558541	-1160.3162	234.35294	154.3	79999	-23.938757	7.8434215	10.016462	-36.0457	22.94538	5.636004	1432.7941694259644
21	-377.60217	505.4644	-2.5522087	-1377.0071	-368.78003	451.1739	-2.332769	-1052.9003	298.30768	302.1	83999	-20.852379	7.499243	14.806278	-33.866245	19.989328	4.960085	1520.9394137859344
22	-172.82097	313.64822	-1.9164255	-1082.0575	-162.89877	292.6903	-3.5602205	-1016.4451	156.3	152.9	87999	-23.80479	7.6648507	7.6417704	-35.2609	23.069809	5.0716915	1592.3626499176025
23	-192.5382	316.2686	-2.2369053	-990.20294	-104.17798	89.180725	-2.1792207	-245.46988	186.09525	88.3	91999	-25.097355	8.179264	14.066553	-35.461987	24.316246	5.511204	1656.6072404384613
24	-93.01173	192.79517	-2.0204575	-993.0108	-81.1725	101.4119	-2.7612855	-292.427	81.82	70.2	95999	-24.711414	7.8255553	14.486557	-36.416	23.823898	5.0958548	1719.2236676216125
25	-58.39326	142.49704	-2.146196	-922.45245	-142.71872	303.94247	-2.3469598	-1035.7484	51.19355	127.9	99999	-25.1493	7.2428193	14.37081	-38.2731	24.447485	4.2210355	1788.5129034519196
26	-161.1651	318.02786	-2.0644438	-1023.8058	-22.868114	39.897217	-2.3676887	-137.6302	163.75862	16.0	103999	-26.596113	7.7434206	7.6710505	-38.101875	25.814318	5.073597	1845.1359341144562
27	-103.14676	209.43718	-2.4161603	-849.2225	-107.91649	147.42458	-2.6107414	-500.70972	101.44118	103.5	107999	-26.34331	7.8385525	15.229981	-37.916573	25.611431	5.1153784	1911.355881690979
28	-158.43097	259.54434	-2.1138716	-809.03046	-80.66822	146.07426	-3.239018	-496.96753	181.30435	71.8	111999	-27.2537	8.653689	19.392433	-38.273987	26.485044	5.3531065	1973.8870134353638
29	-140.01495	274.93866	-2.0305016	-948.52136	-24.213694	36.613068	-1.5104904	-122.459526	144.06667	13.8	115999	-27.101288	8.67024	11.946096	-37.505856	26.373129	5.3986564	2030.1268508434296
