Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
18	-10823.331	8324.287	-316.74362	-22865.564	-22.34708	27.278818	-5.609958	-97.408134	670.6667	6.2	71999	-259.02032	610.879	1792.2402	-2394.1897	245.00574	2580.7705	1478.3613467216492
19	-11491.327	12619.372	-2.3867986	-37275.07	-44.873417	126.32756	-2.7111752	-423.85608	583.0	9.6	75999	-252.19418	594.21606	1826.2854	-2403.5122	238.70592	2373.885	1539.2893002033234
20	-5213.6797	6387.4146	-64.831856	-20391.219	-2599.938	4525.6963	-7.7080183	-15407.337	438.22223	240.3	79999	-257.55435	586.2243	1880.3983	-2357.9717	244.29309	2351.195	1626.0040860176086
21	-10792.246	2735.1016	-7677.0254	-15139.896	-5172.2	7449.1694	-34.056057	-24485.621	1000.0	425.4	83999	-246.02432	584.0803	1910.6237	-2321.54	232.26653	2229.5764	1732.8806130886078
22	-2944.862	2196.7534	-6.8737483	-6590.8486	-10879.12	16800.395	-4.63113	-46825.47	514.0	354.1	87999	-223.74338	585.1688	1933.4204	-2349.296	209.78793	2264.4016	1832.668360710144
23	-3271.82	3784.8235	-93.7762	-10722.3545	-9090.316	12245.41	-2.309387	-33881.656	450.33334	400.6	91999	-200.81995	575.8167	1985.3718	-2322.6658	186.57999	2327.8628	1937.5320053100586
24	-3940.3008	4761.9727	-2.0059566	-15384.824	-7592.444	16975.486	-2.784952	-57900.414	436.0	394.6	95999	-164.58287	566.4691	1918.7983	-2318.35	150.35597	2370.5984	2042.0759871006012
25	-15217.849	11126.415	-2.6986587	-31683.867	-3065.1392	8853.046	-20.146608	-29622.85	800.2	126.9	99999	-150.09789	560.7434	1800.656	-2228.3564	136.3755	2183.9753	2118.3388226032257
26	-6896.367	6435.9336	-64.946304	-17947.105	-6125.676	9575.175	-58.74125	-25668.783	567.1429	334.0	103999	-146.47186	545.35504	1704.2925	-2221.9707	133.10526	2125.8577	2216.7480924129486
27	-7500.812	5013.5903	-245.71117	-12510.214	-8006.854	11396.2	-16.066454	-30965.062	672.5	419.1	107999	-149.7013	519.97437	1658.3728	-2264.069	136.52037	2024.6667	2324.2907102108
28	-9246.553	5848.3784	-1360.8755	-18322.805	-2938.643	5530.3916	-6.780727	-16492.61	861.4	211.5	111999	-152.94537	507.23886	1632.1074	-2286.8052	140.18446	1901.2877	2408.2567813396454
29	-4247.171	3991.5708	-56.366142	-9710.808	-8626.341	10816.482	-2.74996	-31478.34	527.4286	640.1	115999	-158.90463	494.22598	1589.9474	-2371.945	146.65308	1924.7992	2539.640955924988
30	-3777.5266	5457.729	-2.241659	-17430.225	-13391.583	19972.957	-2.9071465	-62645.098	365.0909	573.0	119999	-168.4519	483.1213	1586.0731	-2444.1455	156.68512	1852.6976	2663.876039505005
31	-4322.04	6420.5244	-2.241059	-21380.463	-7934.5312	15665.784	-8.060609	-53431.594	475.22223	411.5	123999	-178.01607	475.51328	1572.584	-2483.6135	166.47456	1709.9293	2770.6084489822388
32	-2837.4436	2861.5637	-5.912207	-9496.695	-8037.6885	8431.912	-2.3705118	-22733.56	399.2	500.5	127999	-189.4692	462.499	1557.48	-2534.9062	178.29285	1643.4158	2886.7506761550903
33	-11014.381	7400.728	-326.50104	-20909.375	-2032.3344	3373.093	-19.557865	-9529.975	713.2	214.1	131999	-202.13258	460.45706	1546.2693	-2523.599	190.90117	1629.151	2971.121271133423
34	-4706.218	4413.797	-2.4362211	-12483.627	-4571.4834	12446.355	-9.279587	-41770.527	461.1111	145.2	135999	-213.63466	456.62616	1533.8883	-2571.8914	202.57353	1604.3308	3048.2892932891846
35	-9137.904	6598.27	-192.14977	-14762.61	-1557.714	1817.4968	-2.8817046	-5003.328	704.2	122.1	139999	-218.50122	442.87924	1508.5687	-2634.8545	207.54088	1632.1842	3122.553547859192
36	-5457.5615	4420.85	-9.633407	-11194.626	-3368.162	6275.805	-3.038706	-20660.992	606.625	308.5	143999	-228.59673	429.93262	1461.7158	-2564.0852	217.98654	1532.5315	3217.8305361270905
37	-1958.5315	3893.8384	-2.276094	-14568.241	-6759.3164	11781.746	-39.079075	-40605.383	255.15384	416.0	147999	-235.06702	425.66376	1724.507	-2509.458	224.8472	1515.7196	3326.2496588230133
38	-2756.9014	7220.9863	-2.1413496	-31050.248	-2201.2676	3411.876	-28.369284	-9746.541	222.33333	255.2	151999	-245.41562	418.79428	1696.427	-2437.9685	235.28433	1601.9277	3417.2349700927734
39	-3020.238	2687.9639	-3.1815226	-6922.362	-340.9553	871.6815	-2.6834543	-2948.4448	507.77777	74.6	155999	-252.1386	408.7835	1490.0858	-2312.244	241.84225	1494.405	3487.26993227005
40	-1865.4873	1811.4707	-3.0960236	-5285.7676	-1785.4529	3579.367	-2.8908613	-9638.927	321.25	108.5	159999	-255.10075	403.5085	1472.019	-2372.6936	245.00061	1437.275	3561.2106590270996
41	-2130.3835	2247.724	-4.069707	-6858.614	-3774.6887	6449.8516	-3.204096	-19914.021	331.25	238.1	163999	-253.1061	396.91064	1413.08	-2251.9624	242.89774	1423.6929	3649.814387321472
42	-2226.7178	2378.717	-1.9520004	-8912.881	-380.1872	694.8483	-3.4422936	-2297.8525	291.35715	68.5	167999	-244.26366	399.83813	1406.6776	-2167.208	233.84717	1418.6383	3719.2503547668457
43	-1570.999	2546.8767	-3.9953775	-9331.235	-1635.8684	3048.3657	-2.3605585	-9766.481	205.0	239.6	171999	-237.30872	399.2614	1370.3793	-2190.6323	227.33072	1443.452	3807.926972389221
44	-5447.4062	5290.0786	-2.2829535	-16421.701	-2.3888156	0.013798251	-2.3762991	-2.4202492	643.1429	1.0	175999	-237.97475	393.89954	1320.8706	-2190.2048	228.11375	1423.5253	3870.120924949646
45	-2582.8303	3607.5674	-51.838436	-12458.1875	-232.26273	472.90704	-2.5119896	-1533.9066	336.0	33.7	179999	-240.28455	390.62573	1288.4237	-2187.855	230.50394	1366.7538	3936.200840473175
46	-2309.3328	3046.7795	-2.529654	-8362.509	-4647.675	7458.099	-5.095943	-24352.637	356.3	326.0	183999	-245.756	382.78082	1161.4792	-2180.7463	236.17842	1295.732	4035.275116920471
47	-5623.4595	5266.3364	-21.505701	-17257.936	-3521.1296	9989.016	-3.127714	-33453.574	623.7143	104.9	187999	-249.98212	376.72952	1134.749	-2196.2847	240.57413	1285.9235	4109.744256973267
48	-1446.7355	2394.4922	-2.2867086	-9632.508	-129.94586	79.88907	-44.12644	-317.33215	191.22223	32.7	191999	-253.78008	370.31906	1069.6462	-2194.493	244.51569	1270.2275	4175.933611392975
49	-2024.3135	3655.6487	-2.6569836	-13076.443	-1256.3007	2032.6735	-51.698452	-7092.4053	222.94737	163.5	195999	-254.58064	354.15143	1029.3165	-2076.1697	245.37033	1212.1425	4256.6549780368805
50	-3135.2021	5237.58	-3.1900828	-20095.67	-133.42819	162.81456	-22.833687	-458.02353	320.23077	24.8	199999	-261.60583	339.9464	1010.77515	-2028.225	252.70177	1117.8252	4322.404136896133
